Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21
20.426,4941.26,-3.6050565364546028,40.576182747485035,46.61270571859336,28.2744,-34.37396241856133,0.5099358102306724,83,6.009040220180381,14.834221985705247,1835370.4125,170.489,13113.9,11.974411845257677,111.1868902792167,4.133366460294258,18.062080974777686,0.33458,55.4249849139697,4387.71,112.899
12.603,2878.27,-17.60547551231757,57.71410159595949,44.57825482521223,40.9381,-23.300576468630634,0.4778801407665014,49,-5.228480872611684,14.84953048851171,778664.6502,108.106,5730.94,14.99222014507999,103.31903319918761,12.53842333988146,31.62164453761178,0.42772,11.631856726441526,2451.29,47.7927
13.452,3194.98,-3.811225471280564,37.907300028996026,41.21370901365421,38.4747,-24.13485789833827,0.666781391017139,40,-4.91149489184441,15.348695254089963,947541.5397,94.3902,6990.49,11.370198141877939,90.82745185714732,12.27377313991723,35.819427440940146,0.32882,57.618786841818014,2298.66,52.531
8.489,5381.4,-3.552118568278934,46.11636926626953,39.88792002195247,30.4641,-18.772938697470014,0.8550784774124622,16,-1.2927974537929199,12.671791845794308,1956489.8281,216.15,14263.8,13.342501373845309,103.74653510571716,-1.323165870643745,17.76569577845446,0.31265,6.334930718200717,4459.61,141.415
1.657,4681.36,-7.0365449529708854,36.2233199658344,45.79665540953572,28.7679,-20.980224471862627,7.078517298725369,26,-16.12021817073828,13.780350401794063,1667349.4002,160.234,11733.2,14.678093462961634,129.1694538794348,3.4426472338078176,48.639798726232954,0.2662,46.50067533542696,3123.46,150.457
2.041,3831.12,-4.906863444092589,39.95871990650752,47.7121755301779,34.8939,-24.503732558591377,4.058693099598933,51,-4.748090156858654,11.527810184000263,1438866.4428,118.5,10187.3,11.53098633417317,94.92598253388715,17.46199932975552,16.260879605300516,0.29319,74.82071316450335,2986.9,110.048
12.01,3575.61,-8.008216576749014,36.77623830999462,41.372443864362204,38.2514,-18.97297310913656,0.04794252678401479,90,4.365504179932209,21.094556503692132,1047567.28,98.7366,7874.63,9.132600107883063,153.63770356903785,40.89833053521882,22.557329318059274,0.24771,49.538896949598076,1950.66,71.977
8.413,3561.8,-4.9806145228455,25.753648165664607,48.58457484673887,37.2139,-16.571290383884165,1.418912493889719,61,-7.214119493335513,17.22036586773335,1044865.5754,115.304,7427.89,11.279500098136783,162.4552836817836,3.070932303898446,32.939060624454484,0.42457,76.81821739851343,3153.69,68.0912
1.676,3211.52,-12.241036243642647,43.41767536615405,43.52292257118984,38.7105,-18.033482210146765,2.9394347666013725,82,-14.928745276720168,14.228149178308087,1093242.286,120.727,8002.24,7.733369982984494,125.59410336481172,0.5027935874416833,11.23681634952709,0.27473,45.3466351553049,2198.46,78.5607
7.905,3192.42,-4.367238159813877,48.03260736154856,51.225256082914314,39.4568,-15.668553011183263,1.245362201705575,12,-12.940532821204311,15.695085054615737,819403.2501,87.0473,6009.14,10.367930949050539,126.68295695780296,5.949182853748495,35.44883072311628,0.33707,86.59644572719606,2025.56,53.9772
1.039,2843.36,-2.5269233747939115,37.69589493402673,42.42835260091531,40.2123,-13.286007221930511,0.04986304230988026,58,-20.714156573100354,17.353002605258197,754962.3904,72.1707,5302.98,10.569349329954997,111.07030111139849,3.5944225102073233,28.501672639266683,0.21425,61.12089814660705,1136.21,47.1919
3.213,5427.16,-6.977914968346864,48.670541237139176,43.6187847194014,24.5456,-20.747544443459997,2.950807140416457,191,5.578583884635913,11.584264665033455,2198431.6045,261.487,16288.7,11.31550906575181,109.39324938396275,7.653455190989791,14.480398683266417,0.31085,42.185409146557696,5063.36,191.028
10.273,3323.59,-6.928199038216957,37.888014779981454,42.81820329070768,38.9728,-25.42432964480341,2.253924427469993,7,4.868459496074044,16.90010524719154,1077525.5449,104.611,7811.16,10.658026268297252,124.84397550611303,3.2763653775844572,17.986279106024675,0.33123,50.74723410404295,2587.35,60.6459
3.18,3219.88,-2.143880148499266,38.73867295686045,45.9534098176562,39.4995,-18.960760522584682,2.6292822285646444,33,15.202783899903356,11.807169533091736,890452.701,91.0521,6537.68,13.113424297962778,124.79313513363367,15.884693650465195,21.863258507495907,0.38819,44.48481249424245,2537.91,73.1843
5.827,6243.04,-12.370162946787485,41.43941912770176,38.70484287614477,20.9128,-24.079086202527744,0.7023252500221133,291,-24.608086145026256,11.540672709502443,2855626.0058,358.23,21128.8,12.55637268449453,114.4646028256525,10.631708701932904,17.255704383557596,0.34179,54.81763025107228,7221.82,261.984
0.748,4216,-6.070059450648738,40.24125694765915,41.05032334981198,33.2128,-15.281260759180102,0.5768404472619295,74,22.401641369569944,18.253760922321618,1338962.4212,166.935,9765.89,11.362119489431919,115.3349466892642,2.554297316412523,14.80004057918046,0.27968,44.60424041655314,2731.37,98.9015
2.681,2852.38,-5.304735249605826,30.237258337375824,46.45005561023467,40.2904,-12.727523010609488,0.3325679572299123,34,-29.743048760316675,12.469326033088091,909267.5902,82.5773,6628.7,10.677190913901551,138.4575150949045,12.076138948587323,22.526556320080303,0.17717,46.50867644935919,1174.41,51.518
17.075,4635.22,-4.87897380004215,31.634713700476283,37.5055501036524,29.8563,-17.10317000943412,0.22654210217297077,105,-18.782342567120267,15.371360081231586,1556353.0231,183.668,11523.9,15.432123207457911,81.78396154284749,5.382190064089893,24.0548207264782,0.36244,49.77806176339844,4176.8,113.803
3.389,2578.91,-9.269995807269193,32.137847626124774,50.42420074940105,41.2726,-13.848640515960152,1.3012054488062859,5,-1.2977010397685032,22.07380388717963,810324.7282,78.9857,5958.67,11.005497559596336,119.89708348151731,28.120391940643067,19.29961908030451,0.26468,48.670568552157405,1577.18,60.3553
10.774,1366.92,-5.0482684796242685,27.17054097667134,43.32183419638677,44.4434,-20.805712563166228,2.449540275996352,27,-39.717095914001604,18.365642222042716,598351.8487,59.1559,4445.7,13.432368000668282,165.3088769701301,12.539543159510746,15.2177266374258,0.36485,66.02924443735496,1622.04,35.8477
4.356,4568.04,-7.198966858613439,79.77492572137555,44.53292140467615,31.9196,-36.885767608177865,1.4760715979478016,88,22.744398529793898,14.243345968134323,1151448.2152,135.83,8706.45,10.23130936556388,104.98306593759,6.390963629585792,10.730891273891855,0.36867,869.1717838746657,3209.85,65.0067
18.391,3115.8,-4.218227385592401,35.84087659932787,46.41214436006149,37.9244,-19.578012309740185,1.3593396861106157,40,10.911688117485632,17.92259767184279,1014912.1093,93.5406,7286.45,14.316017672654464,142.58739505227172,-7.465310489900739,33.750099603229216,0.21174,85.5523627912398,1542.87,97.9563
17.154,3599.29,-4.575975172857894,41.841289600023394,39.100457255962404,34.8527,-15.57284305444783,2.7821041723292335,24,3.4159343991363453,13.58325278727944,1243554.1129,98.3313,8906.3,16.10860719613648,80.23954503913683,20.743286332899007,17.034482873879632,0.29626,55.95507701865349,2638.6,88.5291
18.497,2461.15,-7.304792768790302,35.045541351059725,41.75835707332949,39.2224,-12.374588226470886,1.8762746918106321,106,-4.141310344745683,12.47981178252063,1117797.2242,186.315,8835.43,18.335530276868557,152.63674514534875,9.395875015421945,16.37791326235197,0.56974,51.40698995933913,5033.92,94.0131
1.459,3100.7,-3.9525674694277093,73.3354540220907,46.28654859562318,39.9979,-12.05482145107499,0.07750438462088485,21,13.826222916098331,11.800741634499287,886002.0557,101.496,6573.38,10.551050501063235,113.62125889306506,17.54405442684958,15.809259879542894,0.33189,37.381584523759265,2181.7,64.4343
1.063,6236.79,-6.256756319118086,158.61841543630354,43.85784598739944,19.7199,-26.999829623860137,0.9162687622010708,142,-22.20176583295414,19.672354158122808,3165521.3036,399.553,23153,14.274543992752397,148.79323230337192,21.283397015102743,14.019005396038953,0.25773,48.97651882261782,5967.29,341.409
8.641,4825.29,-7.589741928408813,52.708760453818,48.36882680461599,26.1771,-19.313985481313498,3.8299032969582565,90,-1.581610186490618,15.427287735469005,1838386.922,265.369,13862.6,12.9310697394567,93.45741021384477,24.805395843750077,13.47997989166879,0.41369,48.315800962314164,5734.87,201.09
1.521,2409.22,-8.643716611363256,66.73401469633271,54.19186835108225,41.8041,-18.71669189329055,0.9877882730215788,28,-27.146300155691783,16.254708375762128,825963.61,87.2915,5943.17,14.191479729130767,87.66331785841297,-2.8037039135439894,34.94666529528324,0.36578,46.70963520491653,2173.92,46.9962
2.554,5322.26,-3.8139668838079572,44.81847978813228,46.613948426106965,29.0764,-22.776246311951013,0.7746729524806142,53,-15.123899821055279,16.830309858192287,1915840.7094,227.025,13603,14.947268994156671,139.66101452877538,5.250877601309407,21.31684830434339,0.37108,65.69807251341318,5047.88,128.684
10.83,2456.82,-4.845235583825887,65.7088661543789,44.43502050197271,41.6828,-12.397565518431877,2.3381036910319573,92,-2.597538196501713,16.517312186071905,1006669.9271,95.4975,7014.39,13.760672851919292,119.02885772959787,3.9206717337062145,21.338639705089967,0.29189,27.71442838072429,2047.46,55.767
2.868,4093.05,-5.465484855426437,41.09256871822799,43.224613581638685,34.0259,-24.16218837669707,2.0131020228469616,35,-27.646977536654326,10.05985897041602,1388373.0093,136.884,9813.94,10.778090450690751,96.08523114879611,24.223355755663235,25.928323954434234,0.30261,66.09402591534501,2969.81,101.079
13.111,4284.82,-5.783768244223245,60.51191658604218,41.71340129333853,36.3723,-25.746827031345337,4.615436192349864,22,-23.818488432303724,10.709387059239903,1350135.8912,131.748,9638.98,8.580119971369024,145.4381089212948,6.3222255494824795,31.781429516827437,0.30155,49.547796482212995,2906.64,68.3966
13.275,2486.7,-7.164105330360672,44.30766722026296,46.07090075634007,41.2482,-17.850932154840105,1.2688389113172889,5,-21.326137197395937,13.748411735841922,683666.0128,93.152,5295.29,14.122146174233464,125.55255075471634,17.1970394615742,17.60432982548333,0.30925,22.541662605264523,1637.57,57.9864
3.563,5329.02,-3.0776238265149614,45.68705483447149,47.7356832612527,27.489,-29.22304900007454,3.4153674082563246,195,-7.565725251591724,11.039447701330392,2038063.1235,219.391,14445.8,13.680237492913333,81.58984897507742,23.08893959864743,20.169621505977194,0.30775,30.12890830040055,4445.77,167.997
2.464,3454.44,-5.9830026589549,45.81788174027042,48.35241349650256,38.3337,-13.926952111211776,1.2020953502506018,79,-0.40225187828728615,18.354320584467892,872514.7985,93.6662,6588.79,16.432765216784773,113.20362377319226,15.524757159177287,15.880605040022816,0.22365,-33.24025198986858,1473.6,79.2267
3.301,4335.89,-5.768750564168325,48.68003531387797,44.9586984742705,36.0491,-16.394684260891808,1.3642562264576554,25,-18.2820723124922,10.353207487661942,1443912.8228,155.711,10445,13.918856877555895,138.86576869450383,20.680605632779816,22.52893644922772,0.30726,10.134291553451604,3209.42,105.476
17.022,4740.51,-6.560950845538673,41.466188107870266,48.620853424568075,35.1885,-20.847470269526433,1.8912355231351623,25,-1.1644156405636057,15.665490235104862,1458382.4168,144.898,10350,14.960770179652064,134.44302336285094,26.382026824604495,15.116511688510066,0.3744,45.73430941008002,3875.04,64.8042
0,5050.93,-6.193422306546672,81.45023774441695,52.55586575344775,25.7377,-15.746010146458065,3.1449600456464775,171,-22.224814236942763,20.007799687640926,2004876.2574,259.561,14644.3,10.813352043570385,131.23595279694743,26.368437470683013,14.935396220031826,0.24781,50.93002824153446,3629.03,207.014
16.666,2664.47,-5.300958176560663,37.14796366314851,41.23220447223179,37.3669,-16.482955053747418,0.9263602076098323,51,-12.53843179489687,12.350119584845189,819883.0161,85.3449,6100.31,14.77454696039813,103.7597851443685,7.498033738737456,22.458843594458063,0.28849,164.21960340722865,1759.91,60.6419
13.078,3982.07,-9.877814758740017,52.55639819039869,43.80152446721464,35.6823,-25.150406617684038,0.2650557663291693,36,-14.616309899986812,20.29992288824979,1230658.2868,111.417,8796.15,10.787166771713162,128.89377481659403,9.156013680586003,16.144515960941725,0.24537,26.317886804479652,2158.33,80.0027
2.039,4235.89,-4.520551996948793,38.67909947171832,42.85813164890907,34.0908,-15.11912344149078,3.744135830383349,52,-29.94901469162718,10.782331256337086,1274480.8582,127.291,9179.57,13.398059791569002,138.35264215881537,2.9890961453265845,23.402519521061155,0.23965,40.39278465992644,2199.93,108.1
1.622,4120.87,-14.067063009766722,28.687859140409287,48.92062331848168,33.5264,-18.354386850874064,1.1296948436647654,43,-11.304476083189039,14.943440785431447,1352660.8563,159.821,10202.7,11.091506494840038,122.8101913513007,-4.102211723336202,15.309281553473419,0.28227,44.11579310335085,2879.94,119.421
2.012,4021,-5.417059592464249,46.82542208182487,41.11597245273775,34.0734,-22.208540518382396,0.7364704276813068,37,-5.698672568444226,10.07769314994114,1214380.3171,142.648,8946.09,10.068197066582044,72.70169648274,23.57719878121661,46.46910867779074,0.22769,43.51770926333984,2036.96,105.372
14.333,4405.79,-8.942558834635879,36.949417172824774,42.022391325991144,35.5449,-40.621738724496964,1.7757000702286607,53,-7.485253685994406,12.939565861401052,1388443.2638,160.585,10270.3,13.238803722116645,103.88329763964677,9.593181361472613,16.588756797229998,0.41959,-2127.786531760234,4309.32,83.6799
1.649,3651.33,-9.081154418024816,40.4242987265442,42.700909032781524,34.0413,-13.219761972491865,0.23986689366828487,21,-17.51446465278504,18.653222399359304,1282244.0784,135.639,9193.02,9.424796209613861,153.15987470731505,7.411079451409167,18.739014565001774,0.21811,52.5151480742216,2005.09,98.6586
3.981,5329.33,-5.04870006386594,65.09581184546873,41.884068863606274,25.7061,-15.043469057653354,1.7404161094779018,181,-31.844266276196006,15.637219550034825,2110449.9229,262.078,15457.9,7.936550481525328,151.168471324988,7.171379547187353,14.469799055257472,0.31393,50.190526080036165,4852.7,181.933
2.558,3961.75,-6.8100414024108815,60.17386678110264,44.17394772636652,35.0367,-16.145863743845815,0.032701488584280014,44,-0.23292391765054,10.071583084375778,1178946.4616,116.369,8300.91,12.708106769323773,150.49625362142027,-0.40767453945751875,26.874433091443187,0.31339,58.08887312778467,2601.45,84.7694
1.112,6217.11,-3.967802342796996,75.30580473811061,43.14945110009542,19.8168,-16.619232303796476,1.6799417453909162,155,11.196513837070285,14.309007133180273,3115601.7201,400.968,22638.1,13.210346138943759,84.45391906567875,-2.456890058201239,28.865836087059325,0.24261,-5.918369162385595,5492.36,337.405
2.52,5119.79,-4.296928460199175,46.907672238696264,43.95982768390949,24.931,-40.991775988414624,0.1616769404352855,172,-31.46209566562912,18.393999904980017,2066165.6106,249.114,15079.6,13.585549064842267,88.23084412141957,18.981054054828018,15.642244672657947,0.21603,56.29423864940715,3257.71,198.549
13.469,4133.1,-4.432892868199694,55.230855652669604,41.66543458054831,34.1761,-17.584053090095953,2.162498095568724,31,-37.45179396396103,15.288146128633349,1290255.4847,137.969,9400.01,13.588837792667068,97.72335468955974,27.183543953214155,15.409452171287253,0.35544,28.86095554564462,3341.2,81.8566
12.581,2875.36,-10.309970979898834,63.61023727284174,49.04604204154018,38.002,-19.42249082941338,3.7192226087856777,14,22.563195881273764,15.901140255973498,1073573.0475,102.692,7708.5,10.913455824744995,122.25654257579842,-7.575108282674515,22.928057842223026,0.34515,-84.66630234378336,2660.64,58.895
1.846,4236.58,-7.122691643307868,50.11389775888574,44.83942046976028,34.0667,-19.255905847404186,0.8491609869524837,39,-18.74926026992503,13.778386437818428,1354049.3626,137.506,9773.13,12.184972084630568,115.0013162192266,-3.4081988101927134,23.296352682700494,0.20286,-47.12782072712825,1982.65,105.172
12.796,2573.54,-7.132326970079133,83.85682556081146,43.56883504735418,40.2152,-41.627430662056916,0.473870069719851,27,-13.104569913565257,11.177382213924833,899799.361,104.6,6399.99,9.585114143024565,103.9039934552124,17.164148720487187,18.143270949805817,0.47853,48.502378992281166,3062.61,45.3718
18.652,3415.83,-5.094954645385839,80.30533608703833,50.49997575643832,36.9168,-16.944906634430254,4.0980478821504605,80,-1.0817420230118664,13.030675352198863,1168106.9251,118.108,8414.31,11.767151085412074,94.30481323712687,22.352565054357775,37.46820144007329,0.39953,51.3125927279011,3361.84,59.8995
16.121,5430.66,-3.4320688896404845,62.873910224442994,43.4871877347974,30.6125,-16.911233830208495,3.713041838090468,55,-11.99286327691575,12.128466477575707,1709623.1195,179.401,12301,12.996580664624041,94.38367083775455,-2.477080047398047,47.22358917853813,0.33631,51.19380964239897,4136.97,97.491
1.839,3269.19,-3.1858976954776317,30.898496419091448,43.97366497640343,38.5342,-26.063437333448977,2.5038663650954014,79,-12.246356477205028,14.294092894046674,1033221.6589,117.141,7636.49,11.254159880134294,90.85994957796873,10.531790717851868,15.508965477388184,0.3109,51.29209487478328,2374.21,95.7178
1.642,6544.03,-6.4215083513671525,43.2290594248261,41.467534547617205,18.557,-39.94734373549623,6.823439448735811,286,-4.494154661915031,14.291165141654856,2830087.6537,303.383,20749.3,10.368244563693137,84.8801035867674,11.03383949973425,30.55694439072498,0.26392,33.55424964284232,5476.17,280.925
10.98,3860.18,-4.547815698989868,39.23359606947946,42.72068617333479,36.9665,-46.0825279164829,1.648918732916737,37,-29.781620309852684,15.180075736926998,1157857.8114,118.746,8636.8,8.399387807054758,115.31271170971122,12.555225590628794,23.27679146832585,0.35563,48.1616109536223,3071.58,80.0328
11.163,1379.52,-9.420694993431335,34.57696965453104,44.639520419149314,44.4985,-26.95123570101425,0.9078082656487823,32,-9.466033311587873,11.307424564298133,555233.4913,50.6766,4054.8,10.379961974139803,121.41460434151959,6.671548239313953,15.838036292304974,0.29373,20.447210980766226,1191.04,34.4985
14.449,3175.3,-4.2806651332390135,30.933999581206606,44.62736584961272,38.9102,-24.102107848876987,3.0597541069794185,60,-1.9626230272165248,19.550372223430134,890474.0894,119.385,6625.88,13.181585662478287,121.7285531836601,12.959601204163585,19.06021786789625,0.42655,61.044579913717186,2826.29,66.6224
2.583,3382.79,-8.000946395188485,36.297729434120384,50.615830633829304,38.7919,-10.34716093884456,2.4560983403676993,53,-35.69347562904799,23.274540413657412,862849.0449,72.3234,6180.81,14.315089776838462,119.53443539035379,11.224707956240447,11.238273459605645,0.24201,35.09918363581703,1495.86,53.0955
1.143,3193.61,-5.9052509519672185,51.7620520937907,46.355609354702906,36.3062,-15.234891281756402,1.0412215609103441,29,-16.474055440562175,12.023403649628989,1062431.9862,95.6298,7240.48,12.468132859588746,148.30359889974403,-0.6763062990924933,15.2594055805601,0.39102,48.15720988487687,2831.18,63.2128
4.916,4347.03,-5.095260111587569,52.526404335732366,48.75561820472859,32.8957,-22.27694390080575,0.49393102669094785,64,-10.829030852889817,15.280785295795727,1517134.1046,155.164,10754.1,12.884088972667742,69.10081464188426,7.707030053081983,18.720328135860147,0.25964,39.94504056810811,2792.24,108.712
14.77,3421.18,-3.4271548822643463,62.581521581619235,44.40117684098961,38.0129,-30.109397850705616,0.45941845141351223,58,-26.889799315592448,13.949718726909902,1040202.9609,125.918,7986.06,8.890934531709396,114.6075957452182,5.392263918367123,16.666367256646744,0.39934,36.35310115200297,3189.18,37.5397
1.908,4632.41,-8.875523052582711,35.67664508377076,49.23589007181168,31.514,-23.988305962690973,4.239168282346202,36,-25.068732514184127,15.867376832809471,1646942.9329,174.231,12234.3,9.666929760152135,97.37401682205429,20.81081395708431,31.115313835475604,0.32426,53.15619141329165,3967.19,129.326
